age,gender,education,family,salary,working time,contract time,autonomy,intensity,interaction,meaningful,Declared satisfaction
49,W,Tertiary education,Single adult without children,1045,32.0,long term,13,11,4,8,1
56,W,Primary or lower secondary education,Couple without children,1551,42.0,long term,12,2,1,9,2
71,W,Tertiary education,Other type of household with children,6568,35.0,long term,4,4,2,7,2
41,M,Upper secondary or post-secondary education,Single adult with children,2145,35.0,long term,9,14,4,8,2
22,M,Upper secondary or post-secondary education,Single adult with children,700,40.0,long term,13,11,5,10,2
41,W,Upper secondary or post-secondary education,Single adult without children,1897,47.0,long term,10,10,3,8,2
46,M,Upper secondary or post-secondary education,Couple without children,2084,45.0,long term,10,4,4,6,4
48,W,Tertiary education,Single adult with children,1892,36.0,long term,11,10,2,7,2
66,M,Upper secondary or post-secondary education,Couple without children,2488,30.0,long term,12,11,4,8,2
32,W,Upper secondary or post-secondary education,Couple without children,2790,3.0,long term,13,8,5,6,2
32,M,Tertiary education,Couple with children,2321,38.0,long term,9,2,4,8,4
62,W,Upper secondary or post-secondary education,Other type of household without children,1547,50.0,long term,12,14,4,10,1
38,W,Tertiary education,Couple with children,1299,38.0,long term,7,6,5,9,2
35,W,Upper secondary or post-secondary education,Other type of household with children,1501,39.0,long term,11,10,3,8,2
33,W,Tertiary education,Single adult with children,1422,35.0,long term,13,6,5,10,2
17,M,No education completed,Couple without children,1569,20.0,long term,10,10,3,6,3
35,M,Tertiary education,Single adult with children,1454,40.0,long term,3,4,3,6,4
44,W,Upper secondary or post-secondary education,Single adult with children,2599,25.0,long term,10,7,3,8,3
45,M,Upper secondary or post-secondary education,Other type of household without children,1369,60.0,long term,12,3,4,8,2
65,M,No education completed,Couple with children,1333,40.0,long term,3,9,3,7,3
74,W,Primary or lower secondary education,Single adult with children,2169,27.0,long term,11,13,5,9,2
34,M,Upper secondary or post-secondary education,Other type of household without children,1712,39.0,long term,5,9,2,7,2
39,W,Tertiary education,Other type of household without children,3147,35.0,long term,10,6,4,9,2
52,W,Primary or lower secondary education,Couple with children,1133,28.0,long term,7,14,5,10,1
37,W,Tertiary education,Single adult with children,1114,40.0,short term,4,2,4,7,4
28,M,Upper secondary or post-secondary education,Other type of household without children,1413,42.0,long term,10,8,5,8,2
47,W,Tertiary education,Single adult with children,2959,35.0,short term,10,11,4,8,2
35,M,Primary or lower secondary education,Couple with children,1966,16.0,long term,12,14,4,9,1
27,M,Upper secondary or post-secondary education,Other type of household without children,946,35.0,short term,7,8,5,10,1
39,W,Tertiary education,Other type of household without children,1987,35.0,long term,9,6,3,6,2
29,M,Tertiary education,Single adult with children,801,28.0,long term,8,9,5,9,2
74,W,Primary or lower secondary education,Other type of household with children,2565,39.0,long term,9,11,5,9,2
47,W,Tertiary education,Couple with children,1957,24.0,long term,11,14,5,8,2
32,M,Upper secondary or post-secondary education,Couple with children,4153,36.0,long term,4,8,3,5,3
30,M,Upper secondary or post-secondary education,Other type of household with children,2579,39.0,long term,12,9,5,10,1
38,M,Tertiary education,Couple with children,589,35.0,long term,5,13,4,8,3
29,W,Upper secondary or post-secondary education,Couple without children,2666,40.0,long term,12,14,4,7,1
22,M,Upper secondary or post-secondary education,Other type of household without children,1508,36.0,long term,8,8,3,9,3
45,W,Upper secondary or post-secondary education,Couple with children,2589,35.0,long term,11,2,5,10,2
39,M,Tertiary education,Single adult with children,1989,35.0,long term,9,14,5,9,1
36,W,Upper secondary or post-secondary education,Other type of household without children,1762,39.0,long term,10,5,3,8,3
68,W,Primary or lower secondary education,Single adult with children,867,35.0,long term,15,14,5,10,2
46,M,Tertiary education,Other type of household with children,1115,37.0,long term,10,13,3,9,2
56,M,Tertiary education,Single adult without children,2799,39.0,long term,12,8,3,10,2
59,W,Upper secondary or post-secondary education,Couple with children,2066,40.0,long term,13,4,4,8,1
41,M,Primary or lower secondary education,Single adult without children,4903,35.0,long term,9,9,4,10,2
48,M,Upper secondary or post-secondary education,Other type of household with children,2760,50.0,long term,8,6,3,8,3
18,W,Upper secondary or post-secondary education,Couple without children,1206,23.0,long term,4,8,3,5,3
26,W,Tertiary education,Single adult with children,1946,40.0,long term,11,7,5,9,2
42,M,Primary or lower secondary education,Other type of household without children,526,47.0,long term,14,3,5,9,1
48,M,Tertiary education,Couple without children,2045,45.0,long term,9,3,4,9,2
51,W,Upper secondary or post-secondary education,Single adult without children,1796,50.0,long term,10,12,4,7,1
55,W,Primary or lower secondary education,Single adult without children,3390,45.0,long term,13,13,4,8,2
59,W,Tertiary education,Other type of household with children,1971,35.0,long term,10,8,5,10,1
38,W,Tertiary education,Other type of household with children,1818,7.0,long term,9,4,2,9,3
60,M,Upper secondary or post-secondary education,Couple with children,1429,40.0,long term,10,14,4,10,2
44,W,Tertiary education,Couple with children,1905,40.0,long term,12,10,3,6,2
39,W,No education completed,Couple without children,4283,28.0,long term,8,13,4,9,2
50,W,Upper secondary or post-secondary education,Single adult with children,883,38.0,long term,13,13,5,10,2
27,M,Upper secondary or post-secondary education,Other type of household with children,708,30.0,long term,9,8,4,9,2
58,W,No education completed,Single adult with children,2336,37.0,long term,13,2,4,9,2
44,M,Tertiary education,Other type of household without children,533,35.0,long term,11,11,4,8,3
63,W,Tertiary education,Couple with children,4978,42.0,long term,6,10,3,8,2
33,W,Tertiary education,Couple without children,1349,28.0,long term,8,2,1,8,3
67,M,Primary or lower secondary education,Other type of household with children,1998,16.0,long term,12,8,5,10,1
18,M,Upper secondary or post-secondary education,Couple without children,879,45.0,long term,6,4,5,10,1
47,M,Primary or lower secondary education,Single adult without children,1650,48.0,long term,12,6,4,9,2
71,M,No education completed,Single adult with children,3195,35.0,long term,10,4,5,8,3
63,W,Primary or lower secondary education,Other type of household without children,1465,39.0,long term,7,3,4,8,3
36,M,Upper secondary or post-secondary education,Couple without children,2415,35.0,short term,9,11,5,8,2
58,M,No education completed,Single adult without children,4261,30.0,long term,7,12,2,10,2
54,M,No education completed,Single adult without children,2373,35.0,long term,11,12,3,8,2
72,W,Upper secondary or post-secondary education,Couple without children,3261,35.0,long term,10,8,4,8,2
69,M,Tertiary education,Other type of household with children,2342,45.0,long term,14,3,5,10,2
27,M,Tertiary education,Other type of household with children,1061,45.0,long term,9,13,5,10,3
53,M,Tertiary education,Other type of household without children,2383,40.0,long term,5,11,4,7,3
48,W,Tertiary education,Couple with children,1449,35.0,long term,15,14,5,10,2
73,W,Upper secondary or post-secondary education,Single adult with children,497,38.0,long term,6,3,4,4,3
55,W,No education completed,Couple without children,1448,35.0,short term,8,14,5,8,3
47,W,Upper secondary or post-secondary education,Other type of household without children,3465,45.0,long term,10,8,4,8,2
63,W,Primary or lower secondary education,Single adult without children,1495,39.0,long term,9,11,5,9,2
33,W,Tertiary education,Single adult with children,2326,40.0,long term,8,8,3,6,2
61,M,Primary or lower secondary education,Couple with children,3088,37.0,long term,8,14,5,8,3
67,W,Tertiary education,Other type of household without children,4589,18.0,long term,8,14,5,8,2
72,M,Upper secondary or post-secondary education,Other type of household without children,2457,44.0,long term,10,11,4,7,2
52,W,Upper secondary or post-secondary education,Other type of household without children,2047,26.0,long term,9,14,5,8,1
32,W,Tertiary education,Single adult with children,2147,36.0,long term,13,14,5,10,2
41,W,Tertiary education,Other type of household with children,3211,10.0,long term,4,12,5,10,2
39,W,Upper secondary or post-secondary education,Couple without children,2102,40.0,long term,9,13,4,6,2
49,W,Upper secondary or post-secondary education,Single adult with children,1728,35.0,long term,6,6,4,10,2
27,M,Upper secondary or post-secondary education,Single adult with children,2309,35.0,long term,3,10,4,9,2
30,M,No education completed,Couple without children,2580,22.0,long term,10,14,3,9,3
42,W,Tertiary education,Couple without children,2326,40.0,long term,6,9,4,8,2
56,M,No education completed,Couple with children,6204,35.0,long term,9,2,3,10,2
54,W,Tertiary education,Couple with children,3560,30.0,long term,10,10,5,10,2
60,W,No education completed,Other type of household without children,1853,50.0,long term,12,14,4,10,1
28,W,Tertiary education,Couple with children,1362,40.0,long term,10,4,4,8,3
37,W,Tertiary education,Couple with children,1799,25.0,long term,10,12,5,10,2
61,W,Tertiary education,Couple with children,866,38.0,long term,13,11,4,8,3
61,W,Tertiary education,Couple with children,1611,18.0,long term,15,11,4,9,1
73,W,Tertiary education,Couple without children,975,35.0,long term,13,14,3,10,1
27,W,Upper secondary or post-secondary education,Single adult without children,1660,18.0,long term,11,14,3,9,3
42,M,Upper secondary or post-secondary education,Single adult without children,1935,45.0,long term,10,4,4,6,4
32,M,Tertiary education,Other type of household with children,1808,37.0,long term,8,14,1,9,1
56,W,Upper secondary or post-secondary education,Other type of household with children,1067,38.0,long term,9,7,3,10,2
49,W,Primary or lower secondary education,Single adult without children,2667,8.0,long term,8,10,1,9,2
65,M,Tertiary education,Couple without children,5825,17.0,long term,10,2,5,10,2
28,W,Upper secondary or post-secondary education,Couple with children,1570,35.0,short term,12,11,3,9,1
59,W,Upper secondary or post-secondary education,Other type of household without children,2753,36.0,short term,8,13,4,8,1
65,W,Upper secondary or post-secondary education,Single adult without children,1096,38.0,long term,10,7,5,10,1
32,W,Tertiary education,Other type of household with children,946,35.0,long term,6,8,4,9,2
33,W,Tertiary education,Single adult with children,1172,38.0,long term,12,12,4,10,2
45,M,Upper secondary or post-secondary education,Couple with children,873,35.0,long term,14,13,4,10,1
54,W,No education completed,Other type of household with children,2243,35.0,long term,5,11,1,10,2
32,M,Primary or lower secondary education,Single adult with children,1671,40.0,long term,11,6,4,8,3
41,W,Tertiary education,Single adult without children,1431,30.0,long term,12,2,3,5,2
55,W,No education completed,Couple with children,2189,40.0,long term,15,14,4,10,1
34,M,Upper secondary or post-secondary education,Single adult with children,1578,35.0,long term,4,13,3,10,2
25,W,Tertiary education,Single adult with children,1654,40.0,long term,7,11,5,10,1
41,M,Primary or lower secondary education,Couple without children,1544,35.0,short term,9,9,2,10,3
46,W,Upper secondary or post-secondary education,Couple with children,1272,30.0,short term,5,14,4,9,2
74,M,No education completed,Other type of household with children,14278,40.0,long term,11,10,4,9,2
